BYYY BM BD BH EYYY EM ED EH  SST SSTANOM HOTSPOT  DHW   Lat    Lon Reef_Name
2010 01 07 03 2010 01 11 03 28.50   1.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 01 11 03 2010 01 14 05 28.20   0.73   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 01 14 05 2010 01 18 03 28.80   1.22   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 01 18 03 2010 01 21 03 28.90   1.24   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 01 21 03 2010 01 25 05 29.00   1.23   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 01 25 05 2010 01 28 03 28.90   1.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 01 28 03 2010 02 01 05 28.90   0.95   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 02 01 05 2010 02 04 04 28.90   0.87   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 02 04 04 2010 02 08 03 28.30   0.16   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 02 08 03 2010 02 11 02 28.30   0.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 02 11 02 2010 02 15 03 28.30  -0.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 02 15 03 2010 02 18 03 28.30  -0.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 02 18 03 2010 02 22 05 29.10   0.63   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 02 22 05 2010 02 25 03 29.10   0.57   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 02 25 03 2010 03 01 03 29.10   0.49   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 02 25 03 2010 03 01 03 29.10   0.49   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 03 01 03 2010 03 04 05 29.00   0.33   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 03 04 05 2010 03 08 03 29.10   0.34   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 03 08 03 2010 03 11 03 29.30   0.48   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 03 11 03 2010 03 15 05 28.70  -0.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 03 15 05 2010 03 18 03 28.70  -0.16   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 03 18 03 2010 03 22 05 29.50   0.69   0.60  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 03 22 05 2010 03 25 04 29.40   0.63   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 03 25 04 2010 03 29 03 29.50   0.78   0.60  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 03 29 03 2010 04 01 05 29.90   1.22   1.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 04 01 05 2010 04 05 04 29.70   1.07   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 04 05 04 2010 04 08 03 29.70   1.11   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 04 08 03 2010 04 12 04 29.70   1.16   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 04 12 04 2010 04 15 04 29.70   1.20   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 04 15 04 2010 04 19 03 29.50   1.11   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 04 19 03 2010 04 22 04 29.50   1.19   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 04 22 04 2010 04 26 03 29.70   1.49   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 04 26 03 2010 04 29 03 29.70   1.57   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 04 29 03 2010 05 03 04 29.70   1.68   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 05 03 04 2010 05 06 03 29.70   1.76   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 05 06 03 2010 05 10 04 29.20   1.37   0.30  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 05 10 04 2010 05 13 04 29.80   2.05   0.90  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 05 13 04 2010 05 17 03 29.80   2.22   0.90  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 05 17 03 2010 05 20 04 29.00   1.61   0.10  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 05 20 04 2010 05 24 04 29.00   1.85   0.10  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 05 24 04 2010 05 27 03 29.00   2.04   0.10  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 05 27 03 2010 05 31 04 28.30   1.58   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 05 31 04 2010 06 03 04 28.40   1.86   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 06 03 04 2010 06 07 03 27.60   1.31   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 06 07 03 2010 06 10 04 27.60   1.49   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 06 10 04 2010 06 14 03 27.80   1.94   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 06 14 03 2010 06 17 03 28.00   2.23   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 06 17 03 2010 06 21 04 28.00   2.30   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2010 06 21 04 2010 06 24 03 28.00   2.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 06 24 03 2010 06 28 04 28.00   2.42   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 06 28 04 2010 07 01 04 28.00   2.47   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 06 28 04 2010 07 01 04 28.00   2.47   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 07 01 04 2010 07 05 03 28.00   2.53   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 07 05 03 2010 07 08 04 26.80   1.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 07 08 04 2010 07 12 04 27.90   2.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 07 12 04 2010 07 15 03 27.90   2.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 07 15 03 2010 07 19 04 27.10   1.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 07 19 04 2010 07 22 03 27.40   2.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 07 22 03 2010 07 26 03 26.70   1.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 07 26 03 2010 07 29 04 26.70   1.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 07 29 04 2010 08 02 03 26.70   1.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 08 02 03 2010 08 05 04 26.70   1.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 08 05 04 2010 08 09 04 27.10   1.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 08 09 04 2010 08 12 03 27.10   1.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 08 12 03 2010 08 16 05 27.20   1.91   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 08 16 05 2010 08 19 04 27.30   2.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 08 19 04 2010 08 23 03 27.30   2.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 08 23 03 2010 08 26 05 26.90   1.74   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 08 26 05 2010 08 30 03 26.90   1.79   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 08 30 03 2010 09 02 03 26.90   1.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 09 02 03 2010 09 06 05 26.90   1.88   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 09 06 05 2010 09 09 03 26.90   1.92   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 09 09 03 2010 09 13 05 26.70   1.77   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 09 13 05 2010 09 16 05 26.70   1.79   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 09 16 05 2010 09 20 03 26.70   1.73   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 09 20 03 2010 09 23 05 26.70   1.69   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 09 23 05 2010 09 27 03 27.00   1.94   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 09 27 03 2010 09 30 03 27.00   1.90   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 09 30 03 2010 10 04 05 26.90   1.75   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 10 04 05 2010 10 07 03 26.50   1.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 10 07 03 2010 10 11 03 26.50   1.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 10 11 03 2010 10 14 05 26.40   1.11   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 10 14 05 2010 10 18 03 26.40   1.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 10 18 03 2010 10 21 03 26.40   1.06   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 10 21 03 2010 10 25 05 26.40   1.04   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 10 25 05 2010 10 28 03 26.40   1.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 10 28 03 2010 11 01 05 26.50   1.09   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 11 01 05 2010 11 04 04 26.60   1.17   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 11 04 04 2010 11 08 04 26.50   1.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 11 08 04 2010 11 11 05 25.60   0.13   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 11 11 05 2010 11 15 03 25.80   0.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 11 15 03 2010 11 18 04 25.80   0.18   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 11 18 04 2010 11 22 05 26.50   0.72   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 11 22 05 2010 11 25 03 25.60  -0.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 11 25 03 2010 11 29 03 25.60  -0.46   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 11 29 03 2010 12 02 05 25.90  -0.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 12 02 05 2010 12 06 03 25.80  -0.54   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 12 06 03 2010 12 09 05 26.40  -0.06   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 12 09 05 2010 12 13 04 25.90  -0.72   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 12 13 04 2010 12 16 03 25.90  -0.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 12 16 03 2010 12 20 05 25.90  -0.93   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 12 20 05 2010 12 23 03 25.50  -1.41   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 12 23 03 2010 12 27 03 25.70  -1.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 12 27 03 2010 12 30 05 25.70  -1.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 12 30 05 2011 01 03 03 26.10  -1.09   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 01 03 03 2011 01 06 03 26.10  -1.17   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 01 06 03 2011 01 10 04 26.20  -1.17   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 01 10 04 2011 01 13 03 26.10  -1.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 01 13 03 2011 01 17 05 26.10  -1.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 01 17 05 2011 01 20 05 26.30  -1.33   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 01 20 05 2011 01 24 03 26.30  -1.44   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 01 24 03 2011 01 27 05 26.20  -1.62   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 01 27 05 2011 01 31 03 26.60  -1.33   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 01 31 03 2011 02 03 03 26.70  -1.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 02 03 03 2011 02 07 05 27.30  -0.81   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 02 07 05 2011 02 10 03 27.30  -0.89   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 02 10 03 2011 02 14 03 27.50  -0.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 02 14 03 2011 02 17 05 28.20  -0.16   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 02 17 05 2011 02 21 03 28.70   0.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 02 21 03 2011 02 24 03 28.70   0.19   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 02 24 03 2011 02 28 04 29.00   0.41   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 02 28 04 2011 03 03 03 28.40  -0.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 02 28 04 2011 03 03 03 28.40  -0.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 03 03 03 2011 03 07 05 28.70  -0.03   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 03 07 05 2011 03 10 04 28.70  -0.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 03 10 04 2011 03 14 03 28.50  -0.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 03 14 03 2011 03 17 05 28.60  -0.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 03 17 05 2011 03 19 22 28.90   0.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 03 19 22 2011 03 24 03 29.00   0.22   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 03 24 03 2011 03 28 04 28.70  -0.03   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 03 28 04 2011 03 31 03 29.00   0.31   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 03 31 03 2011 04 04 05 29.00   0.36   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 04 04 05 2011 04 07 04 29.10   0.50   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 04 07 04 2011 04 11 03 29.10   0.55   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 04 11 03 2011 04 14 04 29.10   0.59   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 04 14 04 2011 04 18 04 28.70   0.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 04 18 04 2011 04 21 03 28.80   0.46   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 04 21 03 2011 04 25 04 28.80   0.57   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 04 25 04 2011 04 28 04 28.90   0.75   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 04 28 04 2011 05 02 03 29.00   0.95   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 05 02 03 2011 05 05 05 29.80   1.83   0.90  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 05 05 05 2011 05 09 03 29.70   1.84   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 05 09 03 2011 05 12 03 29.70   1.92   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 05 12 03 2011 05 16 04 29.70   2.06   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 05 16 04 2011 05 19 03 29.70   2.25   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 05 19 03 2011 05 23 04 28.70   1.49   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 05 23 04 2011 05 26 04 28.10   1.07   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 05 26 04 2011 05 30 03 28.10   1.32   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 05 30 03 2011 06 02 04 28.10   1.50   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 06 02 04 2011 06 06 04 27.80   1.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 06 06 04 2011 06 09 03 27.80   1.63   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 06 09 03 2011 06 13 04 27.80   1.88   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 06 13 04 2011 06 16 03 27.80   2.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 06 16 03 2011 06 20 03 27.80   2.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 06 20 03 2011 06 23 04 28.00   2.33   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 06 23 04 2011 06 27 03 27.90   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 06 27 03 2011 06 30 03 27.80   2.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 06 30 03 2011 07 04 04 27.80   2.32   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 07 04 04 2011 07 07 03 27.80   2.37   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 07 07 03 2011 07 11 04 27.60   2.23   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 07 11 04 2011 07 14 04 27.60   2.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 07 14 04 2011 07 18 03 27.60   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 07 18 03 2011 07 21 04 27.50   2.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 07 21 04 2011 07 25 03 28.00   2.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 07 25 03 2011 07 28 03 28.00   2.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 07 28 03 2011 08 01 04 28.00   2.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 08 01 04 2011 08 04 03 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 08 04 03 2011 08 08 04 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 08 08 04 2011 08 11 03 27.70   2.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 08 11 03 2011 08 15 03 27.70   2.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 08 15 03 2011 08 18 05 27.30   2.04   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 08 18 05 2011 08 22 04 27.60   2.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 08 22 04 2011 08 25 03 27.50   2.33   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 08 25 03 2011 08 29 04 27.40   2.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 08 29 04 2011 09 01 03 27.40   2.32   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 09 01 03 2011 09 05 03 27.40   2.37   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 09 05 03 2011 09 08 05 27.20   2.21   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 09 08 05 2011 09 12 03 27.30   2.36   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 09 12 03 2011 09 15 05 27.30   2.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 09 15 05 2011 09 19 03 27.50   2.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 09 19 03 2011 09 22 03 27.30   2.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 09 22 03 2011 09 26 05 27.30   2.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 09 26 05 2011 09 29 03 27.50   2.41   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 09 29 03 2011 10 03 03 27.30   2.16   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 10 03 03 2011 10 06 05 27.30   2.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 10 06 05 2011 10 10 03 27.30   2.07   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 10 10 03 2011 10 13 03 27.30   2.03   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 10 13 03 2011 10 17 04 26.70   1.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 10 17 04 2011 10 20 03 26.70   1.37   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 10 20 03 2011 10 24 05 26.70   1.34   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 10 24 05 2011 10 27 04 26.70   1.32   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 10 27 04 2011 10 31 03 26.70   1.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 10 31 03 2011 11 03 05 26.50   1.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 11 03 05 2011 11 07 03 26.30   0.85   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 11 07 03 2011 11 10 03 26.30   0.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 11 10 03 2011 11 14 05 26.50   1.01   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 11 14 05 2011 11 17 03 26.10   0.52   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 11 17 03 2011 11 21 05 26.40   0.66   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 11 21 05 2011 11 24 05 26.40   0.54   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 11 24 05 2011 11 28 04 26.40   0.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 11 28 04 2011 12 01 05 26.40   0.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 12 01 05 2011 12 05 03 26.40   0.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 12 05 03 2011 12 08 04 26.40  -0.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 12 08 04 2011 12 12 05 26.40  -0.18   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 12 12 05 2011 12 15 03 26.30  -0.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 12 15 03 2011 12 19 03 26.30  -0.50   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 12 19 03 2011 12 22 05 25.80  -1.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 12 22 05 2011 12 26 03 26.00  -0.98   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 12 26 03 2011 12 29 05 26.00  -1.06   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2011 12 29 05 2012 01 02 04 26.70  -0.46   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 01 02 04 2012 01 05 03 27.20  -0.04   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 01 05 03 2012 01 09 05 27.10  -0.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 01 09 05 2012 01 12 03 27.20  -0.22   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 01 12 03 2012 01 16 03 27.20  -0.33   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 01 16 03 2012 01 19 05 27.30  -0.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 01 19 05 2012 01 23 03 27.40  -0.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 01 23 03 2012 01 26 03 27.70  -0.09   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 01 26 03 2012 01 30 04 28.00   0.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 01 30 04 2012 02 02 03 28.10   0.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 02 02 03 2012 02 06 05 28.10   0.01   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 02 06 05 2012 02 09 04 27.70  -0.47   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 02 09 04 2012 02 13 03 27.90  -0.37   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 02 13 03 2012 02 16 05 28.50   0.16   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 02 16 05 2012 02 20 03 28.50   0.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 02 20 03 2012 02 23 03 28.50   0.01   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 02 23 03 2012 02 27 05 29.10   0.53   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 02 27 05 2012 03 01 03 29.30   0.67   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 03 01 03 2012 03 05 05 29.60   0.89   0.70  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 03 05 05 2012 03 08 05 29.30   0.52   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 03 08 05 2012 03 12 03 29.50   0.64   0.60  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 03 12 03 2012 03 15 05 29.90   1.01   1.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 03 15 05 2012 03 19 03 29.80   0.96   0.90  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 03 19 03 2012 03 22 03 29.80   1.00   0.90  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 03 22 03 2012 03 26 05 29.40   0.65   0.50  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 03 26 05 2012 03 29 03 29.40   0.69   0.50  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 03 29 03 2012 04 02 03 29.40   0.75   0.50  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 04 02 03 2012 04 05 05 29.30   0.68   0.40  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 04 05 05 2012 04 09 03 29.30   0.74   0.40  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 04 09 03 2012 04 12 05 29.10   0.57   0.20  0.50   5.5  -87.0 Isla del Coco, Costa Rica
