BYYY BM BD BH EYYY EM ED EH  SST SSTANOM HOTSPOT  DHW   Lat    Lon Reef_Name
2008 02 21 05 2008 02 25 03 28.10  -0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 02 25 03 2008 02 28 03 28.00  -0.45   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 02 28 03 2008 03 03 05 28.00  -0.46   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 03 03 05 2008 03 06 03 27.90  -0.57   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 03 06 03 2008 03 10 03 28.10  -0.39   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 03 10 03 2008 03 13 05 28.10  -0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 03 13 05 2008 03 17 03 27.50  -0.99   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 03 17 03 2008 03 20 05 28.10  -0.38   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 03 20 05 2008 03 24 04 28.00  -0.47   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 03 24 04 2008 03 27 03 28.00  -0.46   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 03 27 03 2008 03 31 04 28.20  -0.25   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 03 31 04 2008 04 03 03 28.20  -0.24   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 04 03 03 2008 04 07 03 28.20  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 04 07 03 2008 04 10 05 28.20  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 04 10 05 2008 04 14 03 28.30  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 04 14 03 2008 04 17 03 28.30  -0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 04 17 03 2008 04 21 04 28.40  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 04 21 04 2008 04 24 03 28.40  -0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 04 24 03 2008 04 28 04 28.30  -0.29   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 04 28 04 2008 05 01 04 28.20  -0.43   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 04 28 04 2008 05 01 04 28.20  -0.43   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 05 01 04 2008 05 05 03 28.20  -0.48   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 05 05 03 2008 05 08 04 28.30  -0.42   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 05 08 04 2008 05 12 03 28.40  -0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 05 12 03 2008 05 15 03 28.40  -0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 05 15 03 2008 05 19 04 28.10  -0.72   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 05 19 04 2008 05 22 03 28.40  -0.43   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 05 22 03 2008 05 26 03 28.50  -0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 05 26 03 2008 05 29 04 28.30  -0.55   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 05 29 04 2008 06 02 03 28.20  -0.66   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 06 02 03 2008 06 05 04 28.30  -0.57   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 06 05 04 2008 06 09 04 28.30  -0.58   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 06 09 04 2008 06 12 00 28.30  -0.59   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 06 12 00 2008 06 16 04 28.00  -0.90   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 06 16 04 2008 06 19 04 28.00  -0.90   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 06 19 04 2008 06 23 03 28.00  -0.90   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 06 23 03 2008 06 26 04 28.40  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 06 26 04 2008 06 30 03 28.10  -0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 06 30 03 2008 07 03 03 28.10  -0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 07 03 03 2008 07 07 04 28.30  -0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 07 07 04 2008 07 10 03 28.20  -0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 07 10 03 2008 07 14 04 28.40  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 07 14 04 2008 07 17 04 28.30  -0.64   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 07 17 04 2008 07 21 03 28.30  -0.69   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 07 21 03 2008 07 24 04 28.60  -0.43   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 07 24 04 2008 07 28 03 28.40  -0.68   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 07 28 03 2008 07 31 03 28.30  -0.82   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 07 31 03 2008 08 04 04 28.30  -0.87   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 08 04 04 2008 08 07 03 28.30  -0.91   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 08 07 03 2008 08 11 03 28.30  -0.96   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 08 11 03 2008 08 14 05 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 08 14 05 2008 08 18 03 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 08 18 03 2008 08 21 04 28.50  -0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 08 21 04 2008 08 25 04 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 08 25 04 2008 08 28 03 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 08 28 03 2008 09 01 05 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 09 01 05 2008 09 04 03 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 09 04 03 2008 09 08 03 28.70  -0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 09 08 03 2008 09 11 05 28.70  -0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 09 11 05 2008 09 15 03 28.70  -0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 09 15 03 2008 09 18 02 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 09 18 02 2008 09 22 04 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 09 22 04 2008 09 25 03 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 09 25 03 2008 09 29 05 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 09 29 05 2008 10 02 03 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 10 02 03 2008 10 06 03 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 10 06 03 2008 10 09 05 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 10 09 05 2008 10 13 03 29.00  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 10 13 03 2008 10 16 03 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 10 16 03 2008 10 20 05 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 10 20 05 2008 10 23 03 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 10 23 03 2008 10 27 05 29.00  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 10 27 05 2008 10 30 04 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 10 30 04 2008 11 03 03 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 11 03 03 2008 11 06 05 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 11 06 05 2008 11 10 03 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 11 10 03 2008 11 13 04 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 11 13 04 2008 11 17 05 28.90  -0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 11 17 05 2008 11 20 03 28.90  -0.28   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 11 20 03 2008 11 24 03 28.90  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 11 24 03 2008 11 27 05 28.90  -0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 11 27 05 2008 12 01 03 29.00   0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 11 27 05 2008 12 01 03 29.00   0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 01 03 2008 12 04 03 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 04 03 2008 12 08 03 28.80  -0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 08 03 2008 12 11 04 28.80   0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 11 04 2008 12 15 05 28.70   0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 15 05 2008 12 18 03 28.50  -0.17   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 18 03 2008 12 22 03 28.50  -0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 22 03 2008 12 25 05 28.80   0.17   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 25 05 2008 12 29 02 28.50  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 29 02 2008 12 31 23 28.30  -0.29   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 12 31 23 2009 01 05 05 28.60   0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 01 05 05 2009 01 08 03 28.50  -0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 01 08 07 2009 01 12 10 28.30  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 01 12 10 2009 01 15 04 28.60   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 01 15 04 2009 01 19 03 28.60   0.11   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 01 19 03 2009 01 22 04 28.30  -0.18   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 01 22 04 2009 01 26 03 28.50   0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 01 26 03 2009 01 29 03 28.40  -0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 01 29 03 2009 02 02 04 28.30  -0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 02 02 04 2009 02 05 03 28.10  -0.33   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 02 05 03 2009 02 09 04 28.20  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 02 09 04 2009 02 12 04 28.30  -0.11   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 02 12 04 2009 02 16 03 28.30  -0.11   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 02 16 03 2009 02 19 05 28.20  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 02 19 05 2009 02 23 04 28.10  -0.33   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 02 23 04 2009 02 26 03 28.10  -0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 02 26 03 2009 03 02 05 28.20  -0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 02 26 03 2009 03 02 05 28.20  -0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 03 02 05 2009 03 05 03 28.20  -0.27   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 03 05 03 2009 03 09 03 28.10  -0.38   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 03 09 03 2009 03 12 05 28.20  -0.29   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 03 12 05 2009 03 16 03 28.20  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 03 16 03 2009 03 19 03 28.30  -0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 03 19 03 2009 03 23 00 28.10  -0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 03 23 00 2009 03 26 03 28.10  -0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 03 26 03 2009 03 30 04 28.50   0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 03 30 04 2009 04 02 02 28.30  -0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 04 02 02 2009 04 06 03 28.50   0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 04 06 03 2009 04 09 04 28.50   0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 04 09 04 2009 04 13 03 28.30  -0.11   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 04 13 03 2009 04 16 03 28.40  -0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 04 16 03 2009 04 20 04 28.40  -0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 04 20 04 2009 04 23 03 28.60   0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 04 23 03 2009 04 27 04 28.60   0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 04 27 04 2009 04 30 04 28.60   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 04 30 04 2009 05 04 03 28.60  -0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 05 04 03 2009 05 07 04 28.60  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 05 07 04 2009 05 11 04 28.60  -0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 05 11 04 2009 05 14 03 28.60  -0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 05 14 03 2009 05 18 04 28.70  -0.11   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 05 18 04 2009 05 21 04 28.70  -0.12   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 05 21 04 2009 05 25 03 28.70  -0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 05 25 03 2009 05 28 04 29.10   0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 05 28 04 2009 06 01 03 29.00   0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 06 01 03 2009 06 04 04 28.90   0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 06 04 04 2009 06 08 03 28.90   0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 06 08 03 2009 06 11 03 29.30   0.41   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 06 11 03 2009 06 15 00 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 06 15 00 2009 06 18 01 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 06 18 01 2009 06 22 04 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 06 22 04 2009 06 25 04 29.30   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 06 25 04 2009 06 29 05 29.50   0.60   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2009 06 29 05 2009 07 02 04 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 07 02 04 2009 07 06 03 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 07 06 03 2009 07 09 03 29.00   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 07 09 03 2009 07 13 04 29.20   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 07 13 04 2009 07 16 03 29.20   0.29   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 07 16 03 2009 07 20 03 29.30   0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 07 20 03 2009 07 23 04 29.30   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 07 23 04 2009 07 27 03 29.30   0.25   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 07 27 03 2009 07 30 03 29.30   0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 07 30 03 2009 08 03 00 29.30   0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 08 03 00 2009 08 06 00 29.30   0.12   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 08 06 00 2009 08 10 04 29.70   0.46   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2009 08 10 04 2009 08 13 00 29.70   0.43   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2009 08 13 00 2009 08 17 01 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2009 08 17 01 2009 08 20 05 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2009 08 20 05 2009 08 24 00 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2009 08 24 00 2009 08 27 03 30.40   1.10   1.10  0.55   5.5  168.5 Namorik, Marshall Islands
2009 08 27 03 2009 08 31 04 30.40   1.10   1.10  1.10   5.5  168.5 Namorik, Marshall Islands
2009 08 31 04 2009 09 03 03 30.40   1.10   1.10  1.65   5.5  168.5 Namorik, Marshall Islands
2009 09 03 03 2009 09 07 02 30.30   1.00   1.00  2.15   5.5  168.5 Namorik, Marshall Islands
2009 09 07 02 2009 09 10 04 30.30   1.00   1.00  2.65   5.5  168.5 Namorik, Marshall Islands
2009 09 10 04 2009 09 14 03 30.30   1.00   1.00  3.15   5.5  168.5 Namorik, Marshall Islands
2009 09 14 03 2009 09 17 02 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 09 17 02 2009 09 21 03 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 09 21 03 2009 09 24 03 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 09 24 03 2009 09 28 04 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 09 28 04 2009 10 01 03 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 09 28 04 2009 10 01 03 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 10 01 03 2009 10 05 03 29.80   0.50   0.50  3.15   5.5  168.5 Namorik, Marshall Islands
2009 10 05 03 2009 10 08 05 29.80   0.50   0.50  3.15   5.5  168.5 Namorik, Marshall Islands
2009 10 08 05 2009 10 12 03 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 10 12 03 2009 10 15 03 29.80   0.50   0.50  3.15   5.5  168.5 Namorik, Marshall Islands
2009 10 15 03 2009 10 19 05 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 10 19 05 2009 10 22 03 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 10 22 03 2009 10 26 02 29.90   0.60   0.60  3.15   5.5  168.5 Namorik, Marshall Islands
2009 10 26 02 2009 10 29 04 30.10   0.80   0.80  3.15   5.5  168.5 Namorik, Marshall Islands
2009 10 29 04 2009 11 02 03 30.10   0.80   0.80  3.15   5.5  168.5 Namorik, Marshall Islands
2009 11 02 03 2009 11 05 05 30.00   0.70   0.70  3.15   5.5  168.5 Namorik, Marshall Islands
2009 11 05 05 2009 11 09 03 29.60   0.30   0.30  3.15   5.5  168.5 Namorik, Marshall Islands
2009 11 09 03 2009 11 12 03 29.70   0.40   0.40  3.15   5.5  168.5 Namorik, Marshall Islands
2009 11 12 03 2009 11 16 05 29.80   0.52   0.50  3.15   5.5  168.5 Namorik, Marshall Islands
2009 11 16 05 2009 11 19 03 29.80   0.58   0.50  2.60   5.5  168.5 Namorik, Marshall Islands
2009 11 19 03 2009 11 23 03 29.90   0.76   0.60  2.05   5.5  168.5 Namorik, Marshall Islands
2009 11 23 03 2009 11 26 05 29.90   0.82   0.60  1.50   5.5  168.5 Namorik, Marshall Islands
2009 11 26 05 2009 11 30 03 29.90   0.90   0.60  1.00   5.5  168.5 Namorik, Marshall Islands
2009 11 30 03 2009 12 03 03 29.90   0.96   0.60  0.50   5.5  168.5 Namorik, Marshall Islands
2009 12 03 03 2009 12 07 05 29.40   0.54   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 12 07 05 2009 12 10 03 29.40   0.60   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 12 10 03 2009 12 14 03 29.40   0.68   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 12 14 03 2009 12 17 04 29.40   0.71   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 12 17 04 2009 12 21 04 29.40   0.74   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2009 12 21 04 2009 12 24 03 29.00   0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 12 24 03 2009 12 28 03 29.20   0.58   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 12 28 03 2009 12 31 03 29.20   0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2009 12 31 03 2010 01 04 05 28.80   0.23   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 01 04 05 2010 01 07 03 28.90   0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 01 07 03 2010 01 11 03 28.90   0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 01 11 03 2010 01 14 05 28.30  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 01 14 05 2010 01 18 03 28.50   0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 01 18 03 2010 01 21 03 28.50   0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 01 21 03 2010 01 25 05 28.60   0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 01 25 05 2010 01 28 03 28.80   0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 01 28 03 2010 02 01 05 28.80   0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 02 01 05 2010 02 04 04 28.30  -0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 02 04 04 2010 02 08 03 28.20  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 02 08 03 2010 02 11 02 28.20  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 02 11 02 2010 02 15 03 28.20  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 02 15 03 2010 02 18 03 28.20  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 02 18 03 2010 02 22 05 28.50   0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 02 22 05 2010 02 25 03 28.60   0.16   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 02 25 03 2010 03 01 03 28.60   0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 02 25 03 2010 03 01 03 28.60   0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 03 01 03 2010 03 04 05 29.10   0.64   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 03 04 05 2010 03 08 03 29.00   0.52   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 03 08 03 2010 03 11 03 29.00   0.51   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 03 11 03 2010 03 15 05 28.40  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 03 15 05 2010 03 18 03 28.40  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 03 18 03 2010 03 22 05 28.40  -0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 03 22 05 2010 03 25 04 29.10   0.63   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 03 25 04 2010 03 29 03 29.10   0.65   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 03 29 03 2010 04 01 05 28.80   0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 04 01 05 2010 04 05 04 28.60   0.17   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 04 05 04 2010 04 08 03 28.60   0.18   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 04 08 03 2010 04 12 04 28.90   0.49   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 04 12 04 2010 04 15 04 28.90   0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 04 15 04 2010 04 19 03 28.90   0.45   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 04 19 03 2010 04 22 04 28.90   0.41   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 04 22 04 2010 04 26 03 28.90   0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 04 26 03 2010 04 29 03 28.90   0.31   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 04 29 03 2010 05 03 04 28.50  -0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 05 03 04 2010 05 06 03 28.50  -0.18   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 05 06 03 2010 05 10 04 28.70  -0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 05 10 04 2010 05 13 04 28.60  -0.17   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 05 13 04 2010 05 17 03 28.60  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 05 17 03 2010 05 20 04 28.60  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 05 20 04 2010 05 24 04 28.80  -0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 05 24 04 2010 05 27 03 29.10   0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 05 27 03 2010 05 31 04 28.80  -0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 05 31 04 2010 06 03 04 28.60  -0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 06 03 04 2010 06 07 03 28.80  -0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 06 07 03 2010 06 10 04 28.70  -0.18   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 06 10 04 2010 06 14 03 28.70  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 06 14 03 2010 06 17 03 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 06 17 03 2010 06 21 04 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 06 21 04 2010 06 24 03 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 06 24 03 2010 06 28 04 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 06 28 04 2010 07 01 04 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
