BYYY BM BD BH EYYY EM ED EH  SST SSTANOM HOTSPOT  DHW   Lat    Lon Reef_Name
2003 05 10 01 2003 05 12 23 29.10   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2003 05 12 23 2003 05 17 00 29.10   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2003 05 17 00 2003 05 19 23 29.20   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2003 05 19 23 2003 05 24 00 29.20   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2003 05 24 00 2003 05 27 00 29.50   0.70   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2003 05 27 00 2003 05 31 01 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2003 05 31 01 2003 06 03 00 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2003 06 03 00 2003 06 06 23 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2003 06 06 23 2003 06 10 01 29.30   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2003 06 10 01 2003 06 14 00 29.50   0.60   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2003 06 14 00 2003 06 17 01 29.20   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2003 06 17 01 2003 06 21 00 29.60   0.70   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2003 06 21 00 2003 06 24 01 29.30   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2003 06 24 01 2003 06 28 00 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2003 06 28 00 2003 07 01 00 29.80   0.90   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2003 07 01 00 2003 07 05 01 29.60   0.70   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2003 07 05 01 2003 07 08 00 29.60   0.70   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2003 07 08 00 2003 07 12 00 29.70   0.80   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2003 07 12 00 2003 07 15 01 29.60   0.70   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2003 07 15 01 2003 07 19 00 29.60   0.60   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2003 07 19 00 2003 07 21 23 29.60   0.60   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2003 07 21 23 2003 07 26 00 29.60   0.60   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2003 07 26 00 2003 07 29 00 29.50   0.40   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2003 07 29 00 2003 08 02 01 29.40   0.30   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2003 08 02 01 2003 08 05 00 30.00   0.80   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2003 08 05 00 2003 08 08 23 29.60   0.40   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2003 08 08 23 2003 08 12 00 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2003 08 12 00 2003 08 16 00 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2003 08 16 00 2003 08 19 01 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2003 08 19 01 2003 08 23 00 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2003 08 23 00 2003 08 25 23 30.10   0.80   0.80  0.00   5.5  168.5 Namorik, Marshall Islands
2003 08 25 23 2003 08 30 00 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2003 08 30 00 2003 09 02 00 30.20   0.90   0.90  0.00   5.5  168.5 Namorik, Marshall Islands
2003 09 02 00 2003 09 06 01 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2003 09 06 01 2003 09 09 00 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2003 09 09 00 2003 09 12 23 30.10   0.80   0.80  0.00   5.5  168.5 Namorik, Marshall Islands
2003 09 12 23 2003 09 16 00 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2003 09 16 00 2003 09 19 23 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2003 09 19 23 2003 09 23 01 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2003 09 23 01 2003 09 27 00 30.30   1.00   1.00  0.50   5.5  168.5 Namorik, Marshall Islands
2003 09 27 00 2003 09 29 23 30.10   0.80   0.80  0.50   5.5  168.5 Namorik, Marshall Islands
2003 09 29 23 2003 10 04 00 29.90   0.60   0.60  0.50   5.5  168.5 Namorik, Marshall Islands
2003 10 04 00 2003 10 07 00 30.40   1.10   1.10  1.05   5.5  168.5 Namorik, Marshall Islands
2003 10 07 00 2003 10 11 00 30.20   0.90   0.90  1.05   5.5  168.5 Namorik, Marshall Islands
2003 10 11 00 2003 10 14 00 30.10   0.80   0.80  1.05   5.5  168.5 Namorik, Marshall Islands
2003 10 14 00 2003 10 18 01 29.70   0.40   0.40  1.05   5.5  168.5 Namorik, Marshall Islands
2003 10 18 01 2003 10 21 00 29.90   0.60   0.60  1.05   5.5  168.5 Namorik, Marshall Islands
2003 10 21 00 2003 10 25 00 29.90   0.60   0.60  1.05   5.5  168.5 Namorik, Marshall Islands
2003 10 25 00 2003 10 28 01 29.90   0.60   0.60  1.05   5.5  168.5 Namorik, Marshall Islands
2003 10 28 01 2003 11 01 00 29.90   0.60   0.60  1.05   5.5  168.5 Namorik, Marshall Islands
2003 11 01 00 2003 11 03 23 29.90   0.60   0.60  1.05   5.5  168.5 Namorik, Marshall Islands
2003 11 03 23 2003 11 08 00 30.00   0.70   0.70  1.05   5.5  168.5 Namorik, Marshall Islands
2003 11 08 00 2003 11 11 00 30.00   0.70   0.70  1.05   5.5  168.5 Namorik, Marshall Islands
2003 11 11 00 2003 11 15 01 29.90   0.60   0.60  1.05   5.5  168.5 Namorik, Marshall Islands
2003 11 15 01 2003 11 18 00 29.80   0.60   0.50  1.05   5.5  168.5 Namorik, Marshall Islands
2003 11 18 00 2003 11 21 23 30.00   0.80   0.70  1.05   5.5  168.5 Namorik, Marshall Islands
2003 11 21 23 2003 11 25 01 30.00   0.90   0.70  1.05   5.5  168.5 Namorik, Marshall Islands
2003 11 25 01 2003 11 29 00 29.90   0.90   0.60  1.05   5.5  168.5 Namorik, Marshall Islands
2003 11 29 00 2003 12 01 23 29.90   0.90   0.60  1.05   5.5  168.5 Namorik, Marshall Islands
2003 12 01 23 2003 12 06 11 29.60   0.70   0.30  1.05   5.5  168.5 Namorik, Marshall Islands
2003 12 06 11 2003 12 09 06 30.00   1.20   0.70  1.05   5.5  168.5 Namorik, Marshall Islands
2003 12 09 06 2003 12 13 00 29.80   1.10   0.50  1.05   5.5  168.5 Namorik, Marshall Islands
2003 12 13 00 2003 12 16 00 29.80   1.10   0.50  1.05   5.5  168.5 Namorik, Marshall Islands
2003 12 16 00 2003 12 20 01 29.40   0.70   0.10  0.55   5.5  168.5 Namorik, Marshall Islands
2003 12 20 01 2003 12 23 00 29.40   0.80   0.10  0.55   5.5  168.5 Namorik, Marshall Islands
2003 12 23 00 2003 12 26 23 29.60   1.00   0.30  0.55   5.5  168.5 Namorik, Marshall Islands
2003 12 26 23 2003 12 29 23 29.30   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2003 12 29 23 2004 01 03 00 29.40   0.80   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2004 01 03 00 2004 01 05 23 29.50   0.90   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 01 05 23 2004 01 10 00 29.50   1.00   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 01 10 00 2004 01 13 00 29.50   1.00   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 01 13 00 2004 01 17 00 29.30   0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 01 17 00 2004 01 20 00 29.20   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 01 20 00 2004 01 23 23 29.50   1.00   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 01 23 23 2004 01 27 00 29.10   0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 01 27 00 2004 01 31 01 29.20   0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 01 31 01 2004 02 03 01 29.20   0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 02 03 01 2004 02 07 00 29.00   0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 02 07 00 2004 02 09 20 28.50   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 02 09 20 2004 02 14 00 28.50   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 02 14 00 2004 02 17 00 29.40   1.00   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2004 02 17 00 2004 02 21 01 29.20   0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 02 21 01 2004 02 24 00 29.20   0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 02 24 00 2004 02 27 23 29.50   1.10   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 02 27 23 2004 03 02 01 29.50   1.00   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 03 02 01 2004 03 06 00 29.20   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 03 06 00 2004 03 08 23 29.20   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 03 08 23 2004 03 13 00 29.20   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 03 13 00 2004 03 16 00 29.00   0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 03 16 00 2004 03 20 00 29.00   0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 03 20 00 2004 03 23 00 29.00   0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 03 23 00 2004 03 26 11 29.10   0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 03 26 11 2004 03 30 00 29.10   0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 03 30 00 2004 04 03 01 29.10   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 04 03 01 2004 04 06 01 29.10   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 04 06 01 2004 04 10 00 29.10   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 04 10 00 2004 04 12 22 28.80   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 04 12 22 2004 04 17 00 29.00   0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 04 17 00 2004 04 20 00 29.10   0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 04 20 00 2004 04 24 01 29.10   0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 04 24 01 2004 04 27 00 29.10   0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 04 27 00 2004 05 01 01 28.80   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 05 01 01 2004 05 04 00 28.80   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 05 04 00 2004 05 08 00 29.00   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 05 08 00 2004 05 11 01 29.00   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 05 11 01 2004 05 15 00 29.00   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 05 15 00 2004 05 17 23 29.10   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 05 17 23 2004 05 22 00 29.20   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 05 22 00 2004 05 25 00 29.80   1.00   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 05 25 00 2004 05 29 01 29.40   0.60   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2004 05 29 01 2004 06 01 00 29.60   0.70   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2004 06 01 00 2004 06 05 01 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2004 06 05 01 2004 06 08 01 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2004 06 08 01 2004 06 12 00 29.20   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 06 12 00 2004 06 15 01 29.30   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 06 15 01 2004 06 19 00 29.30   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 06 19 00 2004 06 22 00 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 06 22 00 2004 06 26 00 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 06 26 00 2004 06 29 02 29.00   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2004 06 29 02 2004 07 03 01 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2004 07 03 01 2004 07 06 00 30.00   1.10   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2004 07 06 00 2004 07 10 01 29.50   0.60   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 07 10 01 2004 07 13 01 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2004 07 13 01 2004 07 17 02 29.80   0.90   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 07 17 02 2004 07 20 01 29.80   0.80   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 07 20 01 2004 07 24 00 30.00   1.00   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2004 07 24 00 2004 07 27 00 29.80   0.70   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 07 27 00 2004 07 31 01 29.80   0.70   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 07 31 01 2004 08 03 00 29.80   0.70   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 08 03 00 2004 08 07 01 29.80   0.60   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 08 07 01 2004 08 10 00 29.80   0.60   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 08 10 00 2004 08 14 01 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2004 08 14 01 2004 08 17 01 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2004 08 17 01 2004 08 21 00 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2004 08 21 00 2004 08 24 01 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 08 24 01 2004 08 28 00 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 08 28 00 2004 08 31 01 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 08 31 01 2004 09 04 00 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 09 04 00 2004 09 07 00 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 09 07 00 2004 09 11 01 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2004 09 11 01 2004 09 14 00 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2004 09 14 00 2004 09 18 01 30.20   0.90   0.90  0.00   5.5  168.5 Namorik, Marshall Islands
2004 09 18 01 2004 09 21 01 30.20   0.90   0.90  0.00   5.5  168.5 Namorik, Marshall Islands
2004 09 21 01 2004 09 25 00 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2004 09 25 00 2004 09 27 23 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2004 09 27 23 2004 10 01 22 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2004 10 01 22 2004 10 05 00 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2004 10 05 00 2004 10 09 00 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2004 10 09 00 2004 10 12 00 30.20   0.90   0.90  0.00   5.5  168.5 Namorik, Marshall Islands
2004 10 12 00 2004 10 16 01 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2004 10 16 01 2004 10 19 00 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2004 10 19 00 2004 10 22 23 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2004 10 22 23 2004 10 26 00 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2004 10 26 00 2004 10 30 00 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2004 10 30 00 2004 11 02 01 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2004 11 02 01 2004 11 06 00 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2004 11 06 00 2004 11 08 23 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2004 11 08 23 2004 11 13 00 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2004 11 13 00 2004 11 16 00 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2004 11 16 00 2004 11 20 01 30.00   0.80   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2004 11 20 01 2004 11 23 00 30.70   1.60   1.40  0.70   5.5  168.5 Namorik, Marshall Islands
2004 11 23 00 2004 11 27 01 30.60   1.50   1.30  1.35   5.5  168.5 Namorik, Marshall Islands
2004 11 27 01 2004 11 30 00 30.60   1.60   1.30  2.00   5.5  168.5 Namorik, Marshall Islands
2004 11 30 00 2004 12 04 00 30.00   1.10   0.70  2.00   5.5  168.5 Namorik, Marshall Islands
2004 12 04 00 2004 12 07 01 29.50   0.60   0.20  2.00   5.5  168.5 Namorik, Marshall Islands
2004 12 07 01 2004 12 11 00 29.50   0.70   0.20  2.00   5.5  168.5 Namorik, Marshall Islands
2004 12 11 00 2004 12 14 01 29.10   0.40   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2004 12 14 01 2004 12 18 00 29.10   0.40   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2004 12 18 00 2004 12 21 00 29.40   0.70   0.10  2.00   5.5  168.5 Namorik, Marshall Islands
2004 12 21 00 2004 12 25 01 29.20   0.60   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2004 12 25 01 2004 12 28 00 29.40   0.80   0.10  2.00   5.5  168.5 Namorik, Marshall Islands
2004 12 28 00 2005 01 01 01 29.40   0.80   0.10  2.00   5.5  168.5 Namorik, Marshall Islands
2005 01 01 01 2005 01 04 00 29.10   0.50   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 01 04 00 2005 01 08 00 29.10   0.60   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 01 08 00 2005 01 11 01 28.90   0.40   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 01 11 01 2005 01 15 00 28.90   0.40   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 01 15 00 2005 01 18 01 29.10   0.60   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 01 18 01 2005 01 22 00 28.10  -0.40   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 01 22 00 2005 01 25 02 29.40   0.90   0.10  2.00   5.5  168.5 Namorik, Marshall Islands
2005 01 25 02 2005 01 29 01 28.70   0.20   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 01 29 01 2005 02 01 00 28.70   0.30   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 02 01 00 2005 02 04 23 29.10   0.70   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 02 04 23 2005 02 08 00 29.10   0.70   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 02 08 00 2005 02 12 01 29.10   0.70   0.00  2.00   5.5  168.5 Namorik, Marshall Islands
2005 02 12 01 2005 02 15 01 29.10   0.70   0.00  1.30   5.5  168.5 Namorik, Marshall Islands
2005 02 15 01 2005 02 19 02 29.10   0.70   0.00  0.65   5.5  168.5 Namorik, Marshall Islands
2005 02 19 02 2005 02 22 01 28.80   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 02 22 01 2005 02 26 01 28.80   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 02 26 01 2005 03 01 02 28.60   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 03 01 02 2005 03 05 01 28.50   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 03 05 01 2005 03 08 00 28.20  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 03 08 00 2005 03 11 23 28.20  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 03 11 23 2005 03 15 01 28.20  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 03 15 01 2005 03 19 00 28.70   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 03 19 00 2005 03 22 01 28.50   0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 03 22 01 2005 03 26 00 29.00   0.54   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 03 26 00 2005 03 29 01 29.00   0.55   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 03 29 01 2005 04 02 01 28.90   0.46   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 04 02 01 2005 04 05 00 28.90   0.47   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 04 05 00 2005 04 09 01 29.20   0.78   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 04 09 01 2005 04 12 00 29.20   0.79   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 04 12 00 2005 04 16 01 28.90   0.49   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 04 16 01 2005 04 19 01 28.90   0.45   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 04 19 01 2005 04 23 02 28.50  -0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 04 23 02 2005 04 26 01 28.70   0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 04 26 01 2005 04 30 00 29.30   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 04 30 00 2005 05 03 01 29.00   0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 05 03 01 2005 05 07 01 29.00   0.31   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 05 07 01 2005 05 10 02 28.90   0.17   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 05 10 02 2005 05 14 01 28.70  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 05 14 01 2005 05 17 00 29.60   0.79   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2005 05 17 00 2005 05 21 00 28.80  -0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 05 21 00 2005 05 24 01 28.80  -0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 05 24 01 2005 05 28 00 29.20   0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 05 28 00 2005 05 31 01 29.20   0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 05 31 01 2005 06 04 02 29.00   0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 06 04 02 2005 06 07 00 29.10   0.23   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 06 07 00 2005 06 11 01 29.10   0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 06 11 01 2005 06 14 02 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 06 14 02 2005 06 18 01 29.00   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 06 18 01 2005 06 21 00 29.20   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 06 21 00 2005 06 25 01 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 06 25 01 2005 06 28 01 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 06 28 01 2005 07 02 02 29.20   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 07 02 02 2005 07 05 01 29.00   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 07 05 01 2005 07 09 02 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2005 07 09 02 2005 07 12 01 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 07 12 01 2005 07 16 01 29.10   0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 07 16 01 2005 07 19 00 29.30   0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 07 19 00 2005 07 23 01 29.10   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 07 23 01 2005 07 26 00 29.10   0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 07 26 00 2005 07 30 01 29.10   0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 07 30 01 2005 08 02 01 29.10  -0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 08 02 01 2005 08 06 02 29.20   0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 08 06 02 2005 08 09 01 29.20  -0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 08 09 01 2005 08 13 00 29.40   0.13   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2005 08 13 00 2005 08 16 01 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2005 08 16 01 2005 08 20 01 30.10   0.80   0.80  0.00   5.5  168.5 Namorik, Marshall Islands
2005 08 20 01 2005 08 22 23 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2005 08 22 23 2005 08 27 00 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2005 08 27 00 2005 08 30 00 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2005 08 30 00 2005 09 02 23 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2005 09 02 23 2005 09 06 00 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 09 06 00 2005 09 09 22 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 09 09 22 2005 09 12 23 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2005 09 12 23 2005 09 17 00 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2005 09 17 00 2005 09 19 23 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2005 09 19 23 2005 09 23 23 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2005 09 23 23 2005 09 27 00 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2005 09 27 00 2005 09 30 23 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2005 09 30 23 2005 10 04 00 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2005 10 04 00 2005 10 08 00 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2005 10 08 00 2005 10 10 23 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
